"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
2155,"Private Room in Hyde Park",124438226,"Amy (Shwu-Fan)","Hyde Park",41.80186,-87.59219,"Private room",74,2,18,"2019-10-28",0.64,2,365
2156,"ALL-STAR WEEKEND GETAWAY 5 min from UNITED CENTER",77371165,"Anna","West Garfield Park",41.87517,-87.73437,"Private room",36,1,18,"2019-12-06",0.55,1,0
2157,"Great Affordable Room in Chicago Lincoln Square",25676892,"Jill","Lincoln Square",41.97733,-87.68869,"Private room",31,2,64,"2020-03-20",2.03,1,245
2158,"Best deal in McKinley Park, Master Bedroom#3",166026106,"Olga","Mckinley Park",41.82965,-87.67652,"Private room",65,1,38,"2020-09-19",1.32,3,364
2159,"Best deal in the McKinley Park area Bedroom#2.",166026106,"Olga","Mckinley Park",41.83099,-87.67647,"Private room",50,1,25,"2019-11-20",0.79,3,78
2160,"Best deal in McKinley Park. Bedroom #1",166026106,"Olga","Mckinley Park",41.82908,-87.67684,"Private room",50,1,27,"2020-02-16",0.91,3,125
2161,"Teal Room; Queen Bed in 2-BR/1-Ba; Brown/Red Train",9094538,"Nicole","Lake View",41.93839,-87.66388,"Private room",34,2,36,"2020-07-01",1.09,37,0
2162,"Bunk Bed Room; Private Rm in 2BR/1-bath apt",9094538,"Nicole","Lake View",41.93976,-87.66393,"Private room",24,2,19,"2020-06-14",0.58,37,0
2163,"Close to USMLE & Medical Ctr. 7 min to O'Hare!",2456789,"Mary","Norwood Park",41.98294,-87.8196,"Shared room",44,7,156,"2020-03-27",4.9,4,364
2164,"Roscoe Village Inn|Walk to Chicago's Wrigley Field",49260140,"Kimberly","North Center",41.94455,-87.67978,"Entire home/apt",149,3,4,"2020-02-17",0.14,3,354
2165,"neat guestroom in near south Chicago",16667469,"Yingbo","Bridgeport",41.83883,-87.65602,"Private room",50,1,23,"2020-02-21",0.83,1,101
2166,"Fun Andersonville Condo- Queen Bed & Private Bath",39804851,"Dino","Edgewater",41.98229,-87.66469,"Private room",100,2,38,"2020-02-16",1.18,1,19
2167,"New! Stunning 3BR Apartment in Old Town",24942185,"Karl","Near North Side",41.91093,-87.63303,"Entire home/apt",198,2,87,"2020-07-17",3.35,2,161
2168,"Lakefront Hideaway",91406052,"Ashley","Uptown",41.9578,-87.6455,"Private room",26,1,4,"2018-03-18",0.12,1,0
2169,"Private single room near loop",163068694,"Aya","Lower West Side",41.85185,-87.66949,"Private room",30,1,101,"2020-08-19",3.52,3,263
2170,"One Bedroom Roscoe Apartment",6314094,"Robert","Lake View",41.94287,-87.64655,"Entire home/apt",90,2,23,"2019-10-20",0.7,1,0
2171,"1/2  off clean cute Grown & Sexy Priv Bth KingBed!",152918055,"Tiffany","Austin",41.88421,-87.77371,"Private room",50,2,69,"2020-08-08",2.19,5,331
2172,"United Center Large Pad 2BD 2.5 BTH",167097454,"Nicole","Near West Side",41.87794,-87.68412,"Entire home/apt",106,2,100,"2020-09-07",3.19,1,81
2173,"Downtown Chicago Lovely Studio",34020599,"Shih-Fang","Near North Side",41.90108,-87.63444,"Entire home/apt",65,2,4,"2018-03-02",0.12,1,0
2174,"Gorgeous Bedroom with a Stunning Rooftop View",146845503,"Michael A","Near West Side",41.87994,-87.68721,"Private room",61,2,91,"2020-08-31",2.95,2,89
2175,"Awesome 4-BR/2-Bath House in Heart of Wrigley",9094538,"Nicole","Lake View",41.94693,-87.65102,"Entire home/apt",124,1,33,"2020-07-19",1.19,37,88
2176,"Luxurious Accommodations in the heart of Downtown",24202566,"Adonis","Loop",41.88055,-87.62845,"Entire home/apt",500,2,116,"2020-03-14",3.79,1,21
2177,"Sonder | West Belmont | Charming 2BR",12243051,"Sonder","Lake View",41.93883,-87.6647,"Entire home/apt",180,3,22,"2020-01-03",0.76,47,98
2178,"Queen Bed in Stylish Flat",250400,"Dan","South Lawndale",41.85331,-87.69642,"Private room",52,28,6,"2020-08-02",0.27,8,180
2179,"Charming home in a historical neighborhood",22350971,"Mary","Norwood Park",41.98684,-87.80689,"Private room",80,2,5,"2019-10-14",0.18,1,363
2180,"Vintage Bridgeport Apartment",63077604,"Pete","Bridgeport",41.83476,-87.65285,"Entire home/apt",136,1,228,"2020-07-24",7.03,1,74
2181,"Lovely Loop Location",82848033,"Tony","Loop",41.88704,-87.61988,"Entire home/apt",95,1,0,"",NA,1,0
2182,"Modern, Spacious, New apt. Private entrance.",145776020,"Levi","West Ridge",42.0038,-87.69745,"Entire home/apt",58,2,65,"2020-03-07",2.04,1,89
2183,"A+ location in Humboldt Park w/ space and a view",167813422,"Bryanna","West Town",41.90945,-87.69866,"Entire home/apt",136,2,20,"2019-10-21",0.62,1,89
2184,"Ford Guest Suite",168001814,"Vanessa","East Garfield Park",41.88269,-87.70733,"Entire home/apt",68,2,37,"2019-10-20",1.21,1,199
2185,"Private Studio in Bridgeport, Chicago",168025923,"Rob","Bridgeport",41.83349,-87.64958,"Entire home/apt",74,1,170,"2020-09-16",5.39,1,237
2186,"Red Room in Vintage 3-BR/1-Ba, Professionally Run",9094538,"Nicole","Lake View",41.94547,-87.64949,"Private room",37,2,33,"2020-09-06",1.01,37,106
2187,"Hermosa Homestead",26025891,"Renée","Hermosa",41.91391,-87.72853,"Entire home/apt",80,2,9,"2019-09-08",0.32,2,262
2188,"Blue Room in Vintage 3-BR/1-Ba, Professionally Run",9094538,"Nicole","Lake View",41.94473,-87.65072,"Private room",34,2,32,"2020-08-28",0.98,37,93
2189,"Pro Cleaned, Lakeview Greystone One Block from Wrigley Field",99537072,"Patrick","Lake View",41.94653,-87.65505,"Entire home/apt",486,2,100,"2020-08-23",3.22,2,154
2190,"Bright Sunny Bridgeport Apartment
Near SOX Stadium",164843102,"Monica","Bridgeport",41.84388,-87.64278,"Entire home/apt",39,1,116,"2020-03-09",3.57,2,0
2191,"(#1 Reviewed) Stunning 2-Level Mini-Mansion",99933063,"Ishmael","North Center",41.93913,-87.68585,"Entire home/apt",239,2,84,"2020-07-10",2.6,7,157
2192,"Private Apartment in Hip Avondale, Logan Square! 3",2010015,"Martin","Avondale",41.93493,-87.71985,"Entire home/apt",69,21,14,"2020-09-05",0.43,4,351
2193,"3 Level Coach House in Roscoe Village with Patio!",30320286,"Aqueel","North Center",41.94383,-87.68014,"Entire home/apt",128,4,81,"2020-09-05",2.81,1,344
2194,"Modern and Spacious Second Floor Apartment",168232631,"John","Norwood Park",41.99415,-87.78362,"Entire home/apt",80,1,57,"2020-07-13",1.82,1,168
2195,"Luxury condo  building 1 block from lake Michigan",168215829,"Kofi","Douglas",41.83516,-87.61385,"Private room",87,2,15,"2019-10-22",0.46,2,269
2196,"Purple Rm in Vintage 3-BR/1-Ba, Professionally Run",9094538,"Nicole","Lake View",41.94689,-87.65137,"Private room",30,2,39,"2020-09-01",1.2,37,0
2197,"Flat-private Rm full private bath -Garage spot!",94867877,"Maia Lis","Edgewater",41.98857,-87.66425,"Private room",60,2,0,"",NA,3,0
2198,"R1 Lincoln Park/ Lakeshore / Lakeview / Zoo Studio",23612069,"Tj","Lincoln Park",41.92798,-87.64014,"Entire home/apt",67,1,167,"2020-09-07",5.26,15,89
2199,"Beautiful and Spacious Loft",7454553,"Elliot","Lower West Side",41.85717,-87.64145,"Entire home/apt",179,1,164,"2020-02-23",5.12,1,0
2200,"2nd Floor Hideaway, 7min to ORD",2456789,"Mary","Norwood Park",41.98333,-87.82036,"Shared room",42,21,124,"2020-02-29",3.87,4,89
2201,"NEWLY RENOVATED 3 BR Condo 10 mins from Wrigley!",168800001,"Mitra","Irving Park",41.95827,-87.69902,"Entire home/apt",122,4,29,"2020-08-29",1.03,1,142
2202,"Chic modern room in cute Lincoln Square apartment.",21427979,"Angelica","Lincoln Square",41.97373,-87.69774,"Private room",50,2,8,"2020-08-31",0.29,2,273
2203,"Boystown Experience: Two Bedroom Apartment!",2658212,"James","Lake View",41.94398,-87.64685,"Entire home/apt",129,2,69,"2020-08-25",2.15,4,30
2204,"Sunny full floor (4+) & gym!",8186262,"April","Lower West Side",41.8572,-87.6641,"Private room",64,2,170,"2020-03-15",5.26,2,1
2205,"Bronzeville/ Hyde Park/ Sox Stadium #1",169709206,"Diana","Grand Boulevard",41.80409,-87.62243,"Entire home/apt",220,2,34,"2019-10-14",1.1,1,264
2206,"Vintage Ukrainian Village Apartment",140659891,"Roxanna","West Town",41.89791,-87.68364,"Entire home/apt",100,2,50,"2020-02-17",1.59,1,269
2207,"Cozy one bedroom in Wrigleyville area",33832462,"Liz","Lake View",41.94721,-87.64681,"Entire home/apt",80,3,0,"",NA,1,0
2208,"Albany Park/North Park University / Lincoln Square",139165067,"Dean","Albany Park",41.97362,-87.70659,"Private room",69,2,26,"2020-03-15",1.4,1,158
2209,"Large 1 bedroom, 1 bathroom unit close to airport!",157217801,"Jeff","Brighton Park",41.81707,-87.68722,"Entire home/apt",47,1,74,"2020-08-24",2.36,1,164
2210,"Cozy Cottage in Historic Pullman neighborhood",140995,"Fo","Pullman",41.69964,-87.6071,"Entire home/apt",75,7,1,"2018-07-28",0.04,1,0
2211,"Beautiful Hollywood-Ridge Suite in Edgewater",170461987,"Dorothy","Edgewater",41.98384,-87.6615,"Entire home/apt",123,2,78,"2020-08-23",2.71,1,360
2212,"Artist  Loft-style Basement Apartment, Albany Park",33693717,"Colette Wright","Albany Park",41.96676,-87.70942,"Entire home/apt",50,2,116,"2020-09-07",3.99,2,149
2213,"Historic Hyde Park 4 bedroom house",124438226,"Amy (Shwu-Fan)","Hyde Park",41.80032,-87.59187,"Entire home/apt",300,2,7,"2018-09-16",0.23,2,359
2214,"Sophisticated Loft with a Private Rooftop View of the City",162532475,"Brandy","Lincoln Park",41.91115,-87.6431,"Entire home/apt",139,2,25,"2019-10-30",0.81,2,0
2215,"Roscoe/Lakeview/Wrigley Chicago Unit",170862437,"Hari And Amie","North Center",41.94015,-87.68381,"Entire home/apt",80,2,104,"2020-09-07",3.3,1,78
2216,"Best Deal for Entire Place",43392136,"William","Gage Park",41.79541,-87.70247,"Entire home/apt",95,1,114,"2020-09-20",3.66,3,89
2217,"Cozy in Belmont Garden",171198197,"Darian","Avondale",41.93792,-87.72936,"Entire home/apt",50,1,1,"2018-02-15",0.03,1,0
2218,"Hip & Cozy! Great Value! Live like a Local!",26064063,"Gina","Hermosa",41.91757,-87.73977,"Private room",30,2,75,"2020-03-16",2.38,2,0
2219,"Nice and Safe entire 2FL unit in the Chicago City",171328641,"May","Bridgeport",41.83389,-87.65805,"Entire home/apt",79,5,9,"2019-09-16",0.29,2,354
2220,"Alg5non",45002013,"Hussein","Albany Park",41.96711,-87.7067,"Private room",70,1,0,"",NA,1,0
2221,"Edel space",75943777,"Edelia","Brighton Park",41.82412,-87.68971,"Private room",39,15,11,"2019-06-01",0.36,2,364
2222,"Elegantly Fresh Room in a Vintage Andersonville Apartment",28862393,"Johnny","Edgewater",41.98098,-87.66559,"Private room",101,2,57,"2020-07-04",1.93,1,78
2223,"Bronzeville Artist Place",171696284,"Jaiber","Douglas",41.83613,-87.61349,"Entire home/apt",100,1,46,"2019-02-24",1.44,1,0
2224,"05a. Common Room King",2907254,"Joe","West Ridge",42.01653,-87.68778,"Shared room",21,1,90,"2020-05-23",2.85,8,148
2225,"05c. Twin Futon in Common Space",2907254,"Joe","West Ridge",42.01653,-87.68778,"Shared room",19,1,68,"2020-07-24",2.18,8,171
2226,"03b.  Twin in Coed Space - 3 mi to NWU",2907254,"Joe","West Ridge",42.01653,-87.68778,"Shared room",21,1,27,"2020-07-02",0.99,8,0
2227,"Cozy Apartment Near Wrigley",29299462,"Brandon","Lake View",41.94528,-87.65968,"Entire home/apt",45,2,5,"2018-12-03",0.16,1,0
2228,"Gorgeous 2 bedroom apartment near O’hare",171683412,"Grace","Dunning",41.93916,-87.82569,"Entire home/apt",100,3,49,"2019-12-01",1.6,1,0
2229,"Logan Square 2nd Floor Chicago Victorian",90536332,"Kitty","Logan Square",41.91563,-87.70311,"Entire home/apt",95,2,125,"2020-09-20",3.94,1,336
2230,"Cozy Garden Apartment in Heart of Pilsen",172229895,"Bel","Lower West Side",41.85601,-87.65456,"Entire home/apt",90,2,124,"2020-09-20",4.04,2,332
2231,"Cozy & Private Bedroom",50484261,"Sofia","Albany Park",41.97142,-87.70355,"Private room",25,1,7,"2020-02-16",0.22,2,19
2232,"Cozy Ukrainian Village Space",142471041,"Micheal","West Town",41.89677,-87.69446,"Private room",44,1,1,"2018-03-11",0.03,1,0
2233,"Private bedroom in Chicago 10 min from Downtown",117985410,"Tata","Lake View",41.94434,-87.6462,"Private room",85,2,7,"2018-07-15",0.23,1,0
2234,"Friendly Neighborhood Studio - Near Fulton!",11981271,"Cory","West Town",41.89098,-87.68077,"Entire home/apt",84,3,135,"2020-09-13",4.31,2,344
2235,"Six Stylish Beds in Noble Square!",5325851,"Josh","West Town",41.89589,-87.66687,"Entire home/apt",281,3,3,"2020-09-07",0.26,4,0
2236,"Logan square hot spot, Casa Havana ( 14 day+ )",19069769,"Brad","Ashburn",41.73738,-87.70439,"Entire home/apt",75,21,0,"",NA,2,107
2237,"Ambeint Studio in Andersonville to (relax).",72524106,"Cameron","Edgewater",41.9776,-87.66972,"Entire home/apt",55,2,137,"2019-12-09",4.44,1,0
2238,"Private studio with free garage parking",172755286,"Justin","Lake View",41.94185,-87.64236,"Entire home/apt",95,1,147,"2020-09-06",5.1,1,39
2239,"Private 2 Bedroom Malt Row, N Center, Wrigley Home",7704837,"Jason","North Center",41.95377,-87.6755,"Entire home/apt",104,4,74,"2020-09-14",2.4,1,270
2240,"HUGE BI-LEVEL APARTMENT IN AMAZING LOCATION",19645168,"Brandon","Lincoln Park",41.93135,-87.65815,"Entire home/apt",314,2,71,"2020-03-15",2.43,7,99
2241,"Modern Luxury in Old Town - Sleeps 6",20490917,"Robert","Lincoln Park",41.91426,-87.63982,"Entire home/apt",187,3,92,"2020-09-13",2.96,2,4
2242,"Vintage charmer at Kedzie and Armitage",2744556,"Abby","Logan Square",41.9166,-87.70723,"Entire home/apt",95,1,104,"2020-01-01",3.37,1,263
2243,"Big 1 Bedroom/Gold Coast/Old Town/Meg.mile/N.Beach",69532286,"Agnes","Near North Side",41.90795,-87.62836,"Entire home/apt",76,2,89,"2020-09-08",2.88,1,32
2244,"Lincoln Park Private Garden Suite—free parking",4401063,"Angela","Lincoln Park",41.92194,-87.66124,"Entire home/apt",66,2,245,"2020-09-16",7.81,1,64
2245,"Massive Suite W/ Private Bath, Heart of Wrigley",9094538,"Nicole","Lake View",41.94533,-87.65136,"Private room",50,2,22,"2020-07-11",0.71,37,120
2246,"Top Floor Gem in Bucktown/Logan Square",14988400,"Sharon","West Town",41.91085,-87.69316,"Entire home/apt",75,3,82,"2020-09-18",2.62,3,65
2247,"Luxury Landmark condo in the heart of Gold Coast",4308057,"Mike","Near North Side",41.90334,-87.62744,"Entire home/apt",149,2,0,"",NA,1,0
2248,"Beautiful bed  on the North Side",174206662,"MaTennessee","West Ridge",42.01476,-87.69654,"Private room",50,28,11,"2019-12-01",0.39,3,144
2249,"Bridgeport Beauty",10733175,"Molly","Bridgeport",41.83388,-87.65433,"Entire home/apt",60,3,90,"2020-09-07",2.93,1,56
2250,"Single family home in Chicago",7534847,"Megan","North Park",41.97719,-87.70857,"Entire home/apt",96,3,9,"2019-08-18",0.33,1,0
2251,"Luxury  Bedroom Queen suite w/  private bath",163179151,"Elle","South Shore",41.77013,-87.57505,"Private room",89,2,2,"2019-10-22",0.14,5,364
2252,"NYE Party Hostel for up to 10ppl",44618537,"Robert","Lincoln Park",41.93112,-87.64546,"Shared room",38,1,51,"2020-07-19",1.66,4,90
2253,"Garden studio apartment in Irving Park",38147911,"Jim","Irving Park",41.94751,-87.70314,"Entire home/apt",70,2,48,"2020-08-23",1.57,2,225
2254,"Cozy 2BR Apt in Old Town, BEST LOCATION!(+Parking)",68766769,"Wendy","Near North Side",41.9068,-87.63447,"Entire home/apt",127,2,49,"2020-07-17",1.61,1,171
2255,"⭐️Artsy Loft Near Downtown Chicago with Parking ⭐️",3986873,"Elena","Lower West Side",41.84955,-87.68006,"Entire home/apt",98,2,83,"2020-09-01",2.71,11,344
2256,"Comfy house in Beverly",20719028,"Tam","Beverly",41.7215,-87.66413,"Entire home/apt",130,2,31,"2019-09-01",1.01,1,0
2257,"Creole Cottage in Edgewater, Chicago",174831424,"Sharon","Edgewater",41.99657,-87.66695,"Entire home/apt",99,2,77,"2020-09-07",2.57,1,133
2258,"Private Guest Suite w/free Off-street Parking",23215945,"Bob","Logan Square",41.92911,-87.71344,"Private room",68,1,67,"2020-02-16",2.17,1,78
2259,"Apartment 3 bedroom/WIFI/ 5 min to MIDWAY airport",174874324,"Marisel","Archer Heights",41.80632,-87.72898,"Entire home/apt",125,2,63,"2020-03-15",2.16,1,80
2260,"Modern Garden Apartment in Lincoln Square",4134413,"Luis","North Center",41.96043,-87.69134,"Entire home/apt",90,2,78,"2020-03-15",2.63,1,0
2261,"Wonderful guestroom in Chinatown!",40958585,"Dorian","Armour Square",41.84902,-87.63512,"Private room",105,4,25,"2019-10-14",0.82,2,269
2262,"Comfortable & artsy garden unit close to train",4412197,"Rachel And John","Lower West Side",41.84857,-87.67755,"Entire home/apt",78,2,83,"2020-08-18",2.67,1,342
2263,"Entire gorgeous 3Beds 2Baths Single Family Home",171328641,"May","Mckinley Park",41.83259,-87.68545,"Entire home/apt",88,5,5,"2019-09-13",0.17,2,363
2264,"Sleeps 12⭐️ Near Hyde Pk/Lake ⭐️Cannabis OK",25220673,"Jennifer","South Shore",41.77251,-87.58235,"Entire home/apt",234,1,72,"2020-08-29",2.33,2,259
2265,"Private Apartment in Chicago!",759300,"Chris","Albany Park",41.96144,-87.72663,"Entire home/apt",65,2,49,"2020-08-02",1.58,1,72
2266,"Steps from McCormick Place (Parking Included)",57185025,"Will","Near South Side",41.85651,-87.61778,"Entire home/apt",350,1,15,"2019-06-16",0.49,1,0
2267,"Wrigleyville 75 yards from Wrigley Field",83773615,"Dennis","Lake View",41.95066,-87.6559,"Entire home/apt",307,1,212,"2020-09-02",6.92,2,141
2268,"Bohemian Artist's Apartment in Humboldt Park",4847500,"Christine","West Town",41.90848,-87.69492,"Entire home/apt",65,1,33,"2019-01-02",1.07,2,0
2269,"The Bungalow Hide Away !",87804841,"Francisco","Portage Park",41.95947,-87.76762,"Entire home/apt",80,2,47,"2020-08-31",1.53,3,70
2270,"Professionally-run BLUE ROOM in Wrigley/Boystown",9094538,"Nicole","Lake View",41.94683,-87.65017,"Private room",34,2,26,"2020-09-01",0.84,37,134
2271,"The Greenview Place - w/ Full Apartment Amenities!",98257589,"Bart","West Town",41.90486,-87.6644,"Entire home/apt",50,2,48,"2020-04-05",1.63,1,0
2272,"Vintage Charm in Great Neighborhood- Easy Parking",175403,"Deana & Greg","North Center",41.95093,-87.68575,"Entire home/apt",147,7,55,"2020-02-17",1.82,1,87
2273,"Bucktown Retreat - Why The Buck Not? Sleeps 1-6",175954064,"Helen","Logan Square",41.92085,-87.68397,"Entire home/apt",128,1,110,"2020-03-02",3.79,2,32
2274,"Homey Bungalow In South Shore - Chicago",96894239,"Eben","Avalon Park",41.74134,-87.57633,"Entire home/apt",99,2,8,"2019-08-05",0.31,1,78
2275,"Gritty Chic River North - ACME Hotel",176229376,"Acme","Near North Side",41.89299,-87.62788,"Hotel room",110,1,117,"2020-08-17",3.88,3,66
2276,"Ukrainian Village 6 Room Apartment",156756068,"Larissa","West Town",41.89895,-87.6821,"Entire home/apt",150,3,31,"2020-09-07",1.03,2,365
2277,"Stylish Chicago Apartment near Public Transit",2069798,"Afsha","Irving Park",41.96024,-87.7132,"Entire home/apt",132,1,108,"2020-09-08",3.5,6,69
2278,"Luxury 2 bedroom condo just steps from Wrigley",176374215,"Morgan","Lake View",41.94661,-87.65398,"Entire home/apt",150,2,35,"2020-08-02",1.21,1,157
2279,"CT's Art BNB in West Town's Gallery Row",357336,"Sara","West Town",41.89653,-87.66974,"Entire home/apt",135,2,56,"2020-09-06",1.84,1,139
2280,"Uptown's Chi-Town Private Bedroom",25810863,"Ariel","Uptown",41.97207,-87.65703,"Private room",75,2,30,"2020-02-16",1.07,1,363
2281,"2-Bedroom Apartment in the Heart of Chicago/Pilsen",176477205,"Gil","Lower West Side",41.84837,-87.68466,"Entire home/apt",123,3,15,"2019-10-11",0.49,1,99
2282,"⚡️NEW! Modern & Spacious, 10min to ORD, 20 to DT❤️",90362666,"Angelika & Zibi","Jefferson Park",41.97928,-87.76875,"Entire home/apt",70,2,105,"2020-09-19",3.73,3,165
2283,"Halo Factory -Cozy E Garfield Pad",17221958,"David","East Garfield Park",41.88459,-87.70365,"Entire home/apt",46,7,83,"2020-08-26",2.73,1,25
2284,"Uptown Gem With FREE Parking Space Included",35681660,"Jayme","Uptown",41.96357,-87.65592,"Private room",75,2,101,"2020-07-26",3.97,3,0
2285,"Huge 2bd./2bath. luxury loft at the West Loop",1239706,"Moran","Near West Side",41.88312,-87.65087,"Entire home/apt",361,3,10,"2019-06-03",0.35,1,90
2286,"Trendy Wicker Park 2br! Hotel like amenities!",19442684,"John","West Town",41.8967,-87.68245,"Entire home/apt",150,2,56,"2020-07-08",1.89,3,139
2287,"Lincoln Park Top Floor 1BR Apartment w/ Balcony",79186057,"Keely","Lincoln Park",41.92564,-87.64411,"Entire home/apt",95,4,10,"2019-07-27",0.34,1,143
2288,"Cozy space in Lincoln Square",28531511,"Melissa","Lincoln Square",41.9707,-87.69264,"Entire home/apt",70,2,27,"2020-03-15",1.65,1,153
2289,"WESTERN AVE ARTISTS LOFTS- Park Free",103220942,"Perry","West Town",41.90964,-87.68664,"Entire home/apt",65,3,172,"2020-09-07",5.7,2,52
2290,"Professionally-run GREEN ROOM in Wrigley/Boystown",9094538,"Nicole","Lake View",41.94553,-87.64996,"Private room",40,2,27,"2020-09-01",1.3,37,79
2291,"Bronzeville Room Near Beach!",21014989,"Corinne","Grand Boulevard",41.81344,-87.61123,"Private room",50,1,1,"2019-06-02",0.06,2,89
2292,"Brand New One Bedroom Apartment in River North!",52989355,"Will","Near North Side",41.89678,-87.63171,"Entire home/apt",135,2,50,"2019-03-18",1.63,1,0
